id,timestamp,moisture,temperature,humidity
88,2026-01-30 16:29:01.144636,52.73,33.41,56.3
89,2026-01-30 16:29:06.146417,51.23,28.69,39.07
90,2026-01-30 16:29:11.150261,50.3,33.21,44.42
91,2026-01-30 16:29:16.152784,50.19,34.2,50.98
92,2026-01-30 16:29:21.155464,49.43,26.44,42.18
93,2026-01-30 16:29:26.157336,48.11,21.42,44.54
94,2026-01-30 16:29:31.161210,47.27,30.4,54.3
95,2026-01-30 16:29:36.165522,46.62,30.21,32.51
96,2026-01-30 16:29:41.170790,45.67,21.68,51.36
97,2026-01-30 16:29:46.174955,44.34,30.19,50.61
98,2026-01-30 16:29:51.176818,43.79,32.54,42.38
99,2026-01-30 16:29:56.177785,43.03,27.69,39.29
100,2026-01-30 16:30:01.181811,41.61,29.33,59.94
101,2026-01-30 16:30:06.187881,40.54,32.69,44.35
102,2026-01-30 16:30:11.190173,40.09,25.65,53.5
103,2026-01-30 16:30:16.197846,39.62,31.02,52.23
104,2026-01-30 16:30:21.202147,38.19,23.02,40.3
105,2026-01-30 16:30:26.207242,37.12,26.27,58.4
106,2026-01-30 16:30:31.210769,36.11,23.15,55.27
107,2026-01-30 16:30:36.216399,34.12,24.94,56.28
108,2026-01-30 16:30:41.220497,33.7,25.46,55.33
109,2026-01-30 16:30:46.225527,32.97,23.73,58.3
110,2026-01-30 16:30:51.226882,32.58,23.07,59.81
111,2026-01-30 16:30:56.232069,30.53,27.1,31.93
112,2026-01-30 16:31:01.237305,30.68,30.66,58.07
113,2026-01-30 16:31:06.242466,28.97,22.96,45.34
114,2026-01-30 16:31:11.245855,28.13,27.85,41.5
115,2026-01-30 16:31:16.251398,27.17,23.6,45.06
116,2026-01-30 16:31:21.255660,26.06,29.8,52.44
117,2026-01-30 16:31:26.259519,25.85,20.22,41.41
118,2026-01-30 16:31:31.265581,25.11,34.04,55.15
119,2026-01-30 16:31:36.267389,85.41,32.91,56.57
120,2026-01-30 16:31:41.269543,83.83,31.55,50.61
121,2026-01-30 16:31:46.270793,82.31,31.79,43.5
122,2026-01-30 16:31:51.275446,81.74,28.34,36.95
123,2026-01-30 16:31:56.276811,80.48,29.92,50.08
124,2026-01-30 16:32:01.277415,79.97,32.26,32.26
125,2026-01-30 16:32:06.281900,79.11,34.87,32.99
126,2026-01-30 16:32:11.284215,78.29,26.25,52.55
127,2026-01-30 16:32:16.287777,78.23,28.3,47.87
128,2026-01-30 16:32:21.288753,76.8,22.98,39.33
129,2026-01-30 16:32:26.289213,75.39,22.4,55.71
130,2026-01-30 16:32:31.293368,74.09,26.72,48.44
131,2026-01-30 16:32:36.296196,73.32,25.29,46.12
132,2026-01-30 16:32:41.298067,72.9,28.0,39.99
133,2026-01-30 16:32:46.303010,71.42,25.3,37.9
134,2026-01-30 16:32:51.307373,70.82,22.5,38.55
135,2026-01-30 16:32:56.312714,70.22,33.11,53.35
136,2026-01-30 16:33:01.316827,69.08,31.28,40.56
137,2026-01-30 16:33:06.319618,67.31,21.03,56.64
138,2026-01-30 16:33:11.324545,66.85,31.27,47.83
139,2026-01-30 16:33:16.329601,65.41,22.67,59.95
140,2026-01-30 16:33:21.331329,64.29,32.35,42.17
141,2026-01-30 16:33:26.333035,62.98,26.69,33.95
142,2026-01-30 16:33:31.336904,62.3,22.36,44.31
143,2026-01-30 16:33:36.342293,61.49,32.2,31.38
144,2026-01-30 16:33:41.345081,60.6,23.11,42.25
145,2026-01-30 16:33:46.349156,59.88,26.66,51.86
146,2026-01-30 16:33:51.351819,58.79,29.16,47.48
147,2026-01-30 16:33:56.353368,58.22,33.89,59.62
148,2026-01-30 16:34:01.356091,56.87,21.79,30.91
149,2026-01-30 16:34:06.356621,56.2,32.02,50.35
150,2026-01-30 16:34:11.359035,54.93,32.77,55.37
151,2026-01-30 16:34:16.364227,54.58,28.87,37.76
152,2026-01-30 16:34:21.369157,52.89,30.38,38.89
153,2026-01-30 16:34:26.373642,51.63,21.76,46.79
154,2026-01-30 16:34:31.379133,51.65,24.35,53.25
155,2026-01-30 16:34:36.382268,50.41,24.11,30.16
156,2026-01-30 16:34:41.387409,50.29,30.87,50.01
157,2026-01-30 16:34:46.391195,48.35,26.16,52.74
158,2026-01-30 16:34:51.395131,47.05,22.09,52.86
159,2026-01-30 16:34:56.398446,46.1,24.77,39.52
160,2026-01-30 16:35:01.402751,44.85,30.45,59.27
161,2026-01-30 16:35:06.411333,43.78,25.64,37.32
162,2026-01-30 16:35:11.421352,42.95,34.73,32.18
163,2026-01-30 16:35:16.428341,41.42,24.93,54.66
164,2026-01-30 16:35:21.437871,41.36,31.26,42.16
165,2026-01-30 16:35:26.446141,39.59,20.42,31.88
166,2026-01-30 16:35:31.456940,38.55,27.97,38.72
167,2026-01-30 16:35:36.464045,37.86,33.82,44.35
168,2026-01-30 16:35:41.472778,36.46,22.55,31.11
169,2026-01-30 16:35:46.481733,35.93,33.78,36.88
170,2026-01-30 16:35:51.488548,35.76,25.62,39.36
171,2026-01-30 16:35:56.498280,34.7,26.77,38.62
172,2026-01-30 16:36:01.505856,34.4,28.46,50.96
173,2026-01-30 16:36:06.506701,32.76,34.07,54.66
174,2026-01-30 16:36:11.514366,31.55,21.2,40.87
175,2026-01-30 16:36:16.522326,30.45,23.51,31.55
176,2026-01-30 16:36:21.531284,29.83,26.32,46.64
177,2026-01-30 16:36:26.539758,29.62,34.12,58.88
178,2026-01-30 16:36:31.547633,28.34,30.14,53.12
179,2026-01-30 16:36:36.557004,27.76,31.96,49.71
180,2026-01-30 16:36:41.564462,26.97,25.89,34.09
181,2026-01-30 16:36:46.572593,25.45,23.17,35.45
182,2026-01-30 16:36:51.581090,85.03,26.86,54.29
183,2026-01-30 16:36:56.589433,84.1,23.21,36.36
184,2026-01-30 16:37:01.597533,84.31,32.14,49.14
185,2026-01-30 16:37:06.601964,82.73,26.22,40.34
186,2026-01-30 16:37:11.610787,82.49,30.29,43.69
187,2026-01-30 16:37:16.618734,81.27,26.97,48.12
188,2026-01-30 16:37:21.621652,80.33,29.01,39.18
189,2026-01-30 16:37:26.630026,79.78,23.02,40.25
190,2026-01-30 16:37:31.637487,78.45,24.24,45.0
191,2026-01-30 16:37:36.647132,76.86,22.6,34.03
192,2026-01-30 16:37:41.652091,75.91,31.7,47.32
193,2026-01-30 16:37:46.660785,74.89,29.65,40.88
194,2026-01-30 16:37:51.671180,74.03,27.12,57.8
195,2026-01-30 16:37:56.680125,73.06,31.37,48.43
196,2026-01-30 16:38:01.687610,71.46,23.88,48.05
197,2026-01-30 16:38:06.786178,71.11,22.61,39.51
198,2026-01-30 16:38:11.794674,69.87,25.87,58.03
199,2026-01-30 16:38:16.798490,68.56,28.91,30.4
200,2026-01-30 16:38:21.799659,68.05,26.67,35.25
201,2026-01-30 16:38:26.803881,66.81,21.2,59.16
202,2026-01-30 16:38:31.807797,66.38,26.56,39.45
203,2026-01-30 16:38:36.812828,64.61,31.28,53.65
204,2026-01-30 16:38:41.818246,63.09,31.86,43.95
205,2026-01-30 16:38:46.822677,62.58,33.1,33.65
206,2026-01-30 16:38:51.825634,61.52,27.77,53.86
207,2026-01-30 16:38:56.826890,60.35,26.02,32.97
208,2026-01-30 16:39:01.831246,58.38,29.2,54.2
209,2026-01-30 16:39:06.836812,57.87,20.76,41.99
210,2026-01-30 16:39:11.839471,56.8,25.43,58.91
211,2026-01-30 16:39:16.844483,55.69,20.51,56.39
212,2026-01-30 16:39:21.850039,55.3,33.57,37.11
213,2026-01-30 16:39:26.853530,54.04,24.38,37.56
214,2026-01-30 16:39:31.855712,52.34,26.08,47.82
215,2026-01-30 16:39:36.861187,52.09,29.82,40.94
216,2026-01-30 16:39:41.865725,50.89,20.27,38.96
217,2026-01-30 16:39:46.871322,49.97,32.59,41.1
218,2026-01-30 16:39:51.877196,48.37,32.53,32.55
219,2026-01-30 16:39:56.877658,47.53,20.67,52.98
220,2026-01-30 16:40:01.881008,46.45,20.12,33.2
221,2026-01-30 16:40:06.888418,44.75,33.81,40.2
222,2026-01-30 16:40:11.889321,44.32,30.66,38.61
223,2026-01-30 16:40:16.890746,43.3,26.52,44.32
224,2026-01-30 16:40:21.895250,41.62,32.1,57.05
225,2026-01-30 16:40:26.896550,41.24,34.3,53.45
226,2026-01-30 16:40:31.898362,39.84,24.72,58.3
227,2026-01-30 16:40:36.904024,39.6,21.98,59.54
228,2026-01-30 16:40:41.906435,38.28,27.99,50.65
229,2026-01-30 16:40:46.911100,37.88,23.88,46.95
